Temperature (K)	Pressure (bar)	Density (kg/m3)	Volume (m3/kg)	Internal Energy (kJ/kg)	Enthalpy (kJ/kg)	Entropy (J/g*K)	Cv (J/g*K)	Cp (J/g*K)	Sound Spd. (m/s)	Joule-Thomson (K/bar)	Viscosity (Pa*s)	Therm. Cond. (W/m*K)	Phase
60.000	122.00	1296.2	0.00077149	-186.03	-176.61	2.2257	1.0932	1.6489	1160.3	-0.037746	0.00063578	0.19882	liquid
61.000	122.00	1292.0	0.00077399	-184.41	-174.96	2.2529	1.0856	1.6513	1156.3	-0.037586	0.00060592	0.19752	liquid
62.000	122.00	1287.8	0.00077652	-182.78	-173.31	2.2798	1.0788	1.6532	1151.7	-0.037443	0.00057804	0.19621	liquid
63.000	122.00	1283.6	0.00077907	-181.16	-171.66	2.3063	1.0726	1.6547	1146.6	-0.037316	0.00055201	0.19491	liquid
64.000	122.00	1279.4	0.00078165	-179.54	-170.00	2.3323	1.0668	1.6557	1141.0	-0.037201	0.00052768	0.19361	liquid
65.000	122.00	1275.1	0.00078425	-177.91	-168.35	2.3580	1.0613	1.6564	1135.0	-0.037096	0.00050493	0.19231	liquid
66.000	122.00	1270.9	0.00078687	-176.29	-166.69	2.3833	1.0560	1.6568	1128.8	-0.037000	0.00048364	0.19100	liquid
67.000	122.00	1266.6	0.00078952	-174.66	-165.03	2.4082	1.0510	1.6569	1122.3	-0.036910	0.00046370	0.18970	liquid
68.000	122.00	1262.3	0.00079218	-173.04	-163.38	2.4328	1.0461	1.6567	1115.7	-0.036825	0.00044501	0.18840	liquid
69.000	122.00	1258.1	0.00079487	-171.42	-161.72	2.4569	1.0413	1.6564	1108.9	-0.036742	0.00042748	0.18710	liquid
70.000	122.00	1253.8	0.00079758	-169.79	-160.06	2.4808	1.0365	1.6560	1102.0	-0.036661	0.00041101	0.18579	liquid
71.000	122.00	1249.5	0.00080031	-168.17	-158.41	2.5043	1.0319	1.6554	1095.0	-0.036581	0.00039554	0.18449	liquid
72.000	122.00	1245.2	0.00080307	-166.55	-156.75	2.5274	1.0273	1.6547	1088.0	-0.036499	0.00038099	0.18319	liquid
73.000	122.00	1240.9	0.00080584	-164.93	-155.10	2.5502	1.0228	1.6540	1080.9	-0.036416	0.00036728	0.18189	liquid
74.000	122.00	1236.6	0.00080864	-163.31	-153.44	2.5727	1.0183	1.6533	1073.8	-0.036330	0.00035436	0.18059	liquid
75.000	122.00	1232.3	0.00081147	-161.69	-151.79	2.5949	1.0139	1.6526	1066.7	-0.036240	0.00034218	0.17929	liquid
76.000	122.00	1228.0	0.00081431	-160.07	-150.14	2.6168	1.0095	1.6518	1059.5	-0.036146	0.00033067	0.17799	liquid
77.000	122.00	1223.7	0.00081718	-158.46	-148.49	2.6384	1.0051	1.6512	1052.3	-0.036047	0.00031979	0.17669	liquid
78.000	122.00	1219.4	0.00082008	-156.84	-146.84	2.6597	1.0008	1.6505	1045.2	-0.035943	0.00030949	0.17539	liquid
79.000	122.00	1215.1	0.00082300	-155.23	-145.19	2.6807	0.99656	1.6499	1038.0	-0.035832	0.00029974	0.17409	liquid
80.000	122.00	1210.7	0.00082595	-153.61	-143.54	2.7015	0.99233	1.6494	1030.8	-0.035715	0.00029050	0.17279	liquid
81.000	122.00	1206.4	0.00082892	-152.00	-141.89	2.7220	0.98816	1.6490	1023.6	-0.035591	0.00028173	0.17148	liquid
82.000	122.00	1202.0	0.00083192	-150.39	-140.24	2.7422	0.98402	1.6486	1016.4	-0.035460	0.00027339	0.17018	liquid
83.000	122.00	1197.7	0.00083495	-148.78	-138.59	2.7622	0.97993	1.6484	1009.3	-0.035321	0.00026547	0.16888	liquid
84.000	122.00	1193.3	0.00083801	-147.17	-136.94	2.7819	0.97589	1.6482	1002.1	-0.035174	0.00025792	0.16758	liquid
85.000	122.00	1188.9	0.00084110	-145.55	-135.29	2.8014	0.97189	1.6482	994.96	-0.035018	0.00025073	0.16627	liquid
86.000	122.00	1184.5	0.00084422	-143.94	-133.65	2.8207	0.96794	1.6482	987.81	-0.034854	0.00024388	0.16497	liquid
87.000	122.00	1180.1	0.00084738	-142.33	-132.00	2.8397	0.96404	1.6484	980.66	-0.034681	0.00023734	0.16366	liquid
88.000	122.00	1175.7	0.00085056	-140.73	-130.35	2.8586	0.96018	1.6486	973.52	-0.034499	0.00023109	0.16236	liquid
89.000	122.00	1171.3	0.00085378	-139.12	-128.70	2.8772	0.95637	1.6490	966.39	-0.034307	0.00022511	0.16105	liquid
90.000	122.00	1166.8	0.00085704	-137.51	-127.05	2.8956	0.95261	1.6495	959.26	-0.034106	0.00021939	0.15974	liquid
91.000	122.00	1162.4	0.00086032	-135.90	-125.40	2.9139	0.94890	1.6502	952.13	-0.033894	0.00021390	0.15843	liquid
92.000	122.00	1157.9	0.00086365	-134.29	-123.75	2.9319	0.94523	1.6509	945.01	-0.033672	0.00020864	0.15713	liquid
93.000	122.00	1153.4	0.00086702	-132.68	-122.10	2.9498	0.94162	1.6518	937.89	-0.033440	0.00020360	0.15582	liquid
94.000	122.00	1148.9	0.00087042	-131.07	-120.45	2.9674	0.93805	1.6528	930.77	-0.033196	0.00019875	0.15451	liquid
95.000	122.00	1144.3	0.00087386	-129.45	-118.79	2.9849	0.93452	1.6539	923.65	-0.032942	0.00019409	0.15319	liquid
96.000	122.00	1139.8	0.00087735	-127.84	-117.14	3.0023	0.93105	1.6552	916.53	-0.032676	0.00018960	0.15188	liquid
97.000	122.00	1135.2	0.00088087	-126.23	-115.48	3.0194	0.92762	1.6565	909.41	-0.032398	0.00018528	0.15057	liquid
98.000	122.00	1130.7	0.00088444	-124.62	-113.83	3.0364	0.92424	1.6580	902.29	-0.032108	0.00018111	0.14926	liquid
99.000	122.00	1126.1	0.00088806	-123.00	-112.17	3.0533	0.92090	1.6597	895.17	-0.031806	0.00017709	0.14795	liquid
100.00	122.00	1121.4	0.00089172	-121.38	-110.51	3.0699	0.91761	1.6615	888.04	-0.031491	0.00017321	0.14663	liquid
101.00	122.00	1116.8	0.00089543	-119.77	-108.84	3.0865	0.91436	1.6634	880.91	-0.031162	0.00016946	0.14532	liquid
102.00	122.00	1112.1	0.00089919	-118.15	-107.18	3.1029	0.91116	1.6654	873.77	-0.030821	0.00016583	0.14400	liquid
103.00	122.00	1107.4	0.00090300	-116.53	-105.51	3.1191	0.90801	1.6676	866.63	-0.030465	0.00016232	0.14269	liquid
104.00	122.00	1102.7	0.00090686	-114.91	-103.84	3.1353	0.90489	1.6699	859.48	-0.030095	0.00015892	0.14137	liquid
105.00	122.00	1098.0	0.00091077	-113.28	-102.17	3.1513	0.90182	1.6724	852.33	-0.029710	0.00015563	0.14006	liquid
106.00	122.00	1093.2	0.00091474	-111.66	-100.50	3.1671	0.89880	1.6750	845.17	-0.029309	0.00015243	0.13874	liquid
107.00	122.00	1088.4	0.00091877	-110.03	-98.823	3.1829	0.89581	1.6778	838.00	-0.028893	0.00014933	0.13743	liquid
108.00	122.00	1083.6	0.00092285	-108.40	-97.143	3.1985	0.89287	1.6807	830.82	-0.028461	0.00014631	0.13611	liquid
109.00	122.00	1078.7	0.00092700	-106.77	-95.461	3.2140	0.88997	1.6837	823.63	-0.028012	0.00014339	0.13480	liquid
110.00	122.00	1073.9	0.00093121	-105.14	-93.776	3.2294	0.88711	1.6869	816.43	-0.027545	0.00014054	0.13348	liquid
111.00	122.00	1069.0	0.00093548	-103.50	-92.087	3.2447	0.88429	1.6903	809.21	-0.027060	0.00013777	0.13217	liquid
112.00	122.00	1064.0	0.00093983	-101.86	-90.395	3.2598	0.88152	1.6939	801.99	-0.026557	0.00013507	0.13086	liquid
