Temperature (K)	Pressure (bar)	Density (kg/m3)	Volume (m3/kg)	Internal Energy (kJ/kg)	Enthalpy (kJ/kg)	Entropy (J/g*K)	Cv (J/g*K)	Cp (J/g*K)	Sound Spd. (m/s)	Joule-Thomson (K/bar)	Viscosity (Pa*s)	Therm. Cond. (W/m*K)	Phase
60.000	104.00	1294.2	0.00077270	-185.77	-177.73	2.2302	1.0925	1.6522	1155.6	-0.037649	0.00062716	0.19811	liquid
61.000	104.00	1289.9	0.00077522	-184.14	-176.08	2.2575	1.0845	1.6544	1151.7	-0.037491	0.00059767	0.19679	liquid
62.000	104.00	1285.7	0.00077778	-182.51	-174.42	2.2844	1.0774	1.6561	1147.0	-0.037348	0.00057013	0.19548	liquid
63.000	104.00	1281.5	0.00078036	-180.88	-172.77	2.3109	1.0709	1.6575	1141.9	-0.037220	0.00054442	0.19416	liquid
64.000	104.00	1277.2	0.00078297	-179.25	-171.11	2.3370	1.0648	1.6585	1136.2	-0.037103	0.00052039	0.19284	liquid
65.000	104.00	1272.9	0.00078560	-177.62	-169.45	2.3627	1.0591	1.6591	1130.2	-0.036996	0.00049792	0.19152	liquid
66.000	104.00	1268.6	0.00078825	-175.99	-167.79	2.3881	1.0537	1.6595	1124.0	-0.036896	0.00047689	0.19020	liquid
67.000	104.00	1264.3	0.00079093	-174.36	-166.13	2.4130	1.0485	1.6596	1117.4	-0.036802	0.00045720	0.18888	liquid
68.000	104.00	1260.0	0.00079363	-172.73	-164.47	2.4376	1.0435	1.6594	1110.7	-0.036712	0.00043875	0.18756	liquid
69.000	104.00	1255.7	0.00079636	-171.10	-162.81	2.4618	1.0386	1.6592	1103.9	-0.036625	0.00042143	0.18624	liquid
70.000	104.00	1251.4	0.00079910	-169.46	-161.15	2.4857	1.0338	1.6588	1096.9	-0.036538	0.00040517	0.18492	liquid
71.000	104.00	1247.1	0.00080187	-167.84	-159.50	2.5092	1.0291	1.6583	1089.9	-0.036451	0.00038990	0.18361	liquid
72.000	104.00	1242.8	0.00080466	-166.21	-157.84	2.5324	1.0244	1.6577	1082.7	-0.036363	0.00037552	0.18229	liquid
73.000	104.00	1238.4	0.00080748	-164.58	-156.18	2.5553	1.0198	1.6571	1075.6	-0.036273	0.00036199	0.18097	liquid
74.000	104.00	1234.1	0.00081032	-162.95	-154.52	2.5778	1.0153	1.6565	1068.4	-0.036179	0.00034923	0.17965	liquid
75.000	104.00	1229.7	0.00081318	-161.32	-152.87	2.6001	1.0108	1.6559	1061.1	-0.036081	0.00033720	0.17834	liquid
76.000	104.00	1225.4	0.00081607	-159.70	-151.21	2.6220	1.0064	1.6553	1053.9	-0.035979	0.00032583	0.17702	liquid
77.000	104.00	1221.0	0.00081898	-158.07	-149.56	2.6436	1.0020	1.6547	1046.6	-0.035871	0.00031509	0.17570	liquid
78.000	104.00	1216.7	0.00082193	-156.45	-147.90	2.6650	0.99771	1.6542	1039.3	-0.035757	0.00030492	0.17438	liquid
79.000	104.00	1212.3	0.00082489	-154.83	-146.25	2.6860	0.99343	1.6538	1032.0	-0.035636	0.00029529	0.17306	liquid
80.000	104.00	1207.9	0.00082789	-153.20	-144.59	2.7068	0.98919	1.6534	1024.7	-0.035509	0.00028616	0.17174	liquid
